item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
I	529	4	0.73	0	-2.99	0	0.03	4	0.71	10	1.08	1	-0.94	1	-1.50	67	43.13	2	-1.54	1	-0.57	2	-4.19	0	-1.16	11	3.89	0	0.16	0	-9.40	0	-1.20	0	-2.39	2	-1.66	0	-1.16	3	-4.06	4	0.82	1	-2.21	3	-0.79	1	0.52	9	-4.45	4	0.98	0	-1.96	1	-0.72	0	0.02	0	0.02	0	-1.44	0	-1.34	49	1.35	88	1.42	9	-3.39	6	0.90	9	-10.85	9	3.36	22	5.54	2	-1.60	4	0.99	20	7.72	27	-7.44	40	13.30	0	-10.92	0	-1.86	3	-0.84	101	57.07	5	0.76	4	0.72
are	524	2	-0.70	6	0.81	0	0.03	8	1.57	4	-1.11	2	-0.70	18	5.47	16	2.96	5	-0.84	2	0.57	20	1.56	2	0.60	1	-0.77	2	1.34	15	-1.41	6	1.43	8	1.09	6	0.82	0	-1.15	45	9.65	3	0.65	18	3.73	12	2.78	3	0.81	30	1.23	0	-0.94	3	-0.77	9	3.00	0	0.02	0	0.02	0	-1.42	4	0.77	15	-6.84	13	-22.77	16	-1.51	23	9.66	30	-2.41	0	-0.98	4	-1.04	8	0.90	3	0.72	1	-1.22	54	-1.54	12	1.08	28	1.23	4	0.71	7	1.00	51	15.95	4	-0.78	1	-1.00
game	523	0	-1.44	0	-2.96	0	0.03	0	-1.71	2	-1.77	0	-1.46	0	-2.18	0	-2.99	0	-2.86	0	-0.88	1	-4.98	0	-1.15	0	-1.22	0	0.16	0	-9.29	0	-1.19	9	1.31	0	-3.02	0	-1.14	31	3.87	0	-1.18	1	-2.18	0	-1.98	0	-0.76	2	-9.19	0	-0.94	0	-1.94	0	-1.12	0	0.02	0	0.02	0	-1.42	0	-1.33	48	1.32	4	-32.12	0	-10.12	13	3.36	149	39.59	3	0.70	18	3.70	17	3.44	0	-0.92	7	1.15	112	9.51	0	-4.14	103	34.84	1	-1.21	0	-2.13	1	-4.51	1	-1.56	0	-1.56
this	507	1	-0.89	21	5.50	0	0.03	11	2.90	5	-0.91	0	-1.41	5	0.75	19	4.43	8	0.94	5	1.48	6	-1.96	2	0.60	4	0.82	4	3.37	7	-3.45	4	0.84	8	1.12	5	-0.86	4	0.86	18	1.15	8	2.40	6	0.81	8	1.37	0	-0.74	9	-4.12	5	1.39	3	-0.75	3	0.67	0	0.02	0	0.02	0	-1.38	2	0.64	22	-3.81	20	-16.57	36	2.85	10	2.12	28	-2.56	4	0.97	30	10.71	11	1.48	3	0.73	4	0.71	59	-1.27	33	9.46	6	-4.98	4	0.71	3	-0.81	34	6.90	11	2.07	8	1.80
axes	483	0	-1.33	0	-2.73	0	0.03	0	-1.58	0	-2.97	0	-1.35	0	-2.01	0	-2.76	0	-2.64	0	-0.81	0	-5.67	0	-1.06	0	-1.13	0	0.14	483	680.55	0	-1.10	0	-2.18	0	-2.79	0	-1.06	0	-6.30	0	-1.09	0	-2.80	0	-1.83	0	-0.70	0	-10.87	0	-0.86	0	-1.79	0	-1.04	0	0.02	0	0.02	0	-1.31	0	-1.23	0	-18.26	0	-35.72	0	-9.35	0	-1.78	0	-18.73	0	-0.90	0	-2.82	0	-2.72	0	-0.85	0	-1.71	0	-26.69	0	-3.82	0	-9.97	0	-1.70	0	-1.97	0	-5.19	0	-2.10	0	-1.44
September	421	0	-1.16	1	-1.64	0	0.02	0	-1.37	0	-2.59	0	-1.17	10	2.28	4	-0.81	16	4.13	1	0.49	3	-2.53	0	-0.93	0	-0.98	0	0.13	0	-7.48	0	-0.96	0	-1.90	3	-0.96	0	-0.92	0	-5.49	0	-0.95	1	-1.69	0	-1.60	0	-0.61	26	1.32	0	-0.75	0	-1.56	0	-0.90	0	0.02	0	0.02	0	-1.14	0	-1.07	0	-15.91	97	4.74	1	-6.86	0	-1.55	65	5.88	0	-0.79	0	-2.46	0	-2.37	0	-0.74	0	-1.49	118	18.61	0	-3.33	74	22.20	0	-1.48	1	-1.11	0	-4.53	0	-1.83	0	-1.25
A	419	4	0.84	8	1.09	0	0.02	0	-1.37	3	-1.03	2	0.61	6	0.98	4	-0.80	3	-0.90	0	-0.70	3	-2.52	3	0.72	1	-0.62	0	0.13	7	-2.46	3	0.71	2	-0.91	1	-1.67	3	0.72	11	-0.95	2	0.57	9	1.27	3	0.67	1	0.46	9	-2.89	3	0.82	1	-1.00	1	-0.58	0	0.02	0	0.02	6	1.49	3	0.67	18	-3.34	64	-1.28	6	-3.29	8	1.76	85	13.37	3	0.79	9	1.26	10	1.59	3	0.83	6	1.15	48	-1.23	2	-1.84	33	2.94	8	1.85	4	0.71	5	-1.49	3	-0.73	2	0.63
have	418	3	0.66	7	0.92	2	2.87	12	4.14	11	1.70	7	1.89	12	3.23	17	4.46	1	-1.56	1	0.49	13	1.02	0	-0.92	3	0.70	0	0.13	4	-3.84	0	-0.95	3	-0.75	10	1.55	0	-0.91	21	2.18	4	0.98	5	0.76	7	1.36	0	-0.61	20	-1.05	1	0.51	0	-1.55	3	0.73	0	0.02	0	0.02	1	-0.72	1	-0.67	26	-1.67	20	-11.69	27	1.95	3	0.67	25	-1.92	2	0.57	14	2.95	4	-0.79	1	0.51	8	1.84	44	-1.37	8	0.86	18	-1.04	0	-1.47	7	1.26	36	10.04	3	-0.73	3	0.65
had	411	2	0.60	12	2.30	0	0.02	2	-0.66	23	7.58	1	-0.72	0	-1.71	6	0.81	2	-1.11	0	-0.69	1	-3.77	0	-0.90	0	-0.96	0	0.12	0	-7.30	0	-0.94	0	-1.86	3	-0.93	0	-0.90	2	-3.46	0	-0.93	0	-2.38	2	-0.75	2	0.62	11	-2.17	0	-0.74	0	-1.52	0	-0.88	0	0.02	0	0.02	0	-1.12	0	-1.04	46	2.08	88	3.38	37	4.75	0	-1.51	19	-3.10	0	-0.77	6	0.80	0	-2.32	0	-0.72	8	1.88	86	7.10	9	0.95	15	-1.19	6	1.17	5	0.82	13	1.13	0	-1.79	4	0.80
were	401	2	0.59	10	1.67	0	0.02	1	-0.83	8	1.04	1	-0.70	1	-1.08	2	-1.14	1	-1.48	1	0.48	4	-1.93	1	-0.57	0	-0.94	0	0.12	0	-7.12	0	-0.91	0	-1.81	2	-1.16	0	-0.88	0	-5.23	1	-0.58	4	-0.78	3	0.66	3	0.98	14	-1.46	0	-0.72	3	0.66	0	-0.86	0	0.02	0	0.02	1	-0.69	0	-1.02	18	-3.01	36	-4.54	65	19.12	1	-0.94	30	-1.25	0	-0.75	3	-0.92	3	-0.88	0	-0.71	5	0.93	112	17.60	12	1.52	21	1.12	2	-0.69	4	0.71	22	3.58	3	-0.71	1	-0.75
one	397	1	-0.69	6	0.82	0	0.02	5	1.00	7	0.90	3	0.67	2	-0.79	6	0.82	0	-2.17	0	-0.66	3	-2.33	3	0.74	3	0.72	0	0.12	0	-7.05	0	-0.90	4	0.71	0	-2.29	0	-0.87	21	2.39	5	1.41	1	-1.57	5	0.89	1	0.45	13	-1.59	1	0.50	1	-0.94	0	-0.85	0	0.02	0	0.02	0	-1.08	0	-1.01	80	13.02	37	-4.15	30	2.88	5	0.91	28	-1.36	0	-0.74	6	0.81	5	0.75	0	-0.70	5	0.94	41	-1.40	2	-1.72	20	1.07	9	2.42	1	-1.04	31	7.80	2	-0.83	4	0.82
p	397	0	-1.09	0	-2.25	0	0.02	0	-1.30	0	-2.44	0	-1.11	0	-1.65	0	-2.27	0	-2.17	0	-0.66	8	-1.00	0	-0.87	0	-0.93	0	0.12	0	-7.05	0	-0.90	0	-1.80	0	-2.29	0	-0.87	7	-1.32	0	-0.90	4	-0.78	0	-1.51	1	0.45	5	-4.40	0	-0.71	0	-1.47	0	-0.85	0	0.02	0	0.02	0	-1.08	0	-1.01	0	-15.01	52	-1.67	35	4.37	1	-0.93	11	-5.79	0	-0.74	0	-2.32	0	-2.24	0	-0.70	1	-0.89	267	146.47	1	-2.28	3	-5.12	1	-0.89	0	-1.62	0	-4.27	0	-1.73	0	-1.18
d	394	1	-0.69	0	-2.23	0	0.02	0	-1.29	3	-0.95	1	-0.69	3	0.68	4	-0.77	1	-1.45	1	0.48	2	-2.86	2	0.57	0	-0.92	0	0.12	260	258.93	0	-0.90	12	3.16	0	-2.28	2	0.57	2	-3.28	0	-0.89	1	-1.56	2	-0.72	0	-0.57	0	-8.87	0	-0.71	1	-0.93	0	-0.85	0	0.02	0	0.02	0	-1.07	0	-1.00	17	-3.17	14	-14.07	24	1.63	0	-1.45	7	-8.04	0	-0.74	1	-1.57	0	-2.22	0	-0.69	1	-0.89	17	-7.09	1	-2.26	10	-1.91	0	-1.39	0	-1.60	2	-2.55	0	-1.72	2	0.61
May	393	1	-0.68	1	-1.51	0	0.02	0	-1.28	0	-2.42	0	-1.09	11	2.94	3	-0.88	9	1.48	0	-0.66	4	-1.87	0	-0.86	0	-0.92	0	0.12	0	-6.98	0	-0.89	0	-1.78	1	-1.55	0	-0.86	13	0.99	0	-0.89	1	-1.55	0	-1.49	0	-0.57	5	-4.33	0	-0.70	0	-1.46	0	-0.84	0	0.02	0	0.02	0	-1.07	0	-1.00	0	-14.85	225	78.78	0	-7.60	1	-0.92	41	1.55	0	-0.74	0	-2.30	0	-2.21	0	-0.69	0	-1.39	47	1.21	1	-2.25	27	1.94	0	-1.38	1	-1.03	1	-3.23	0	-1.71	0	-1.17
January	387	0	-1.07	21	7.35	0	0.02	0	-1.26	2	-1.20	0	-1.08	11	2.99	7	0.97	7	1.01	0	-0.65	7	-1.09	0	-0.85	0	-0.90	0	0.12	0	-6.87	0	-0.88	1	-1.14	2	-1.11	0	-0.85	0	-5.05	0	-0.87	0	-2.24	0	-1.47	0	-0.56	9	-2.49	0	-0.69	0	-1.43	0	-0.83	0	0.02	0	0.02	0	-1.05	0	-0.98	1	-13.08	106	8.85	0	-7.49	0	-1.42	71	9.33	0	-0.72	0	-2.26	0	-2.18	0	-0.68	1	-0.87	49	1.26	0	-3.06	90	36.44	0	-1.36	0	-1.57	0	-4.16	0	-1.68	2	0.60
October	382	0	-1.05	0	-2.16	0	0.02	3	0.65	1	-1.61	1	-0.67	10	2.55	5	0.75	12	2.64	1	0.47	6	-1.24	0	-0.84	0	-0.89	0	0.11	0	-6.78	0	-0.87	0	-1.73	2	-1.09	0	-0.84	0	-4.98	0	-0.86	2	-1.09	1	-0.92	0	-0.55	36	3.84	0	-0.68	0	-1.42	0	-0.82	0	0.02	0	0.02	0	-1.04	0	-0.97	0	-14.44	84	3.61	0	-7.39	0	-1.41	53	3.83	0	-0.72	0	-2.23	0	-2.15	0	-0.67	0	-1.35	92	10.70	0	-3.02	66	19.50	0	-1.35	1	-1.00	6	-1.09	0	-1.66	0	-1.14
November	379	0	-1.04	0	-2.14	0	0.02	0	-1.24	0	-2.33	0	-1.06	10	2.57	5	0.75	1	-1.39	0	-0.63	4	-1.77	0	-0.83	0	-0.89	0	0.11	0	-6.73	0	-0.86	0	-1.71	1	-1.48	0	-0.83	0	-4.94	0	-0.86	0	-2.20	0	-1.44	0	-0.55	8	-2.73	0	-0.68	0	-1.40	0	-0.81	0	0.02	0	0.02	0	-1.03	0	-0.96	1	-12.79	112	11.42	0	-7.33	0	-1.40	84	15.49	0	-0.71	0	-2.21	0	-2.14	0	-0.67	1	-0.85	75	5.44	0	-3.00	72	23.68	0	-1.33	0	-1.54	0	-4.08	0	-1.65	5	1.14
June	378	0	-1.04	3	-0.83	0	0.02	0	-1.23	0	-2.32	0	-1.05	10	2.58	6	0.84	16	4.66	0	-0.63	5	-1.45	1	0.55	0	-0.88	0	0.11	0	-6.71	0	-0.86	0	-1.71	4	-0.75	3	0.77	0	-4.93	0	-0.85	1	-1.48	0	-1.43	0	-0.55	2	-6.20	0	-0.68	0	-1.40	0	-0.81	0	0.02	0	0.02	0	-1.03	0	-0.96	3	-10.46	193	56.93	0	-7.31	0	-1.39	61	6.20	0	-0.71	0	-2.21	0	-2.13	0	-0.67	0	-1.34	53	1.55	0	-2.99	14	-1.14	0	-1.33	2	-0.74	0	-4.06	0	-1.65	1	-0.71
April	377	0	-1.04	0	-2.13	0	0.02	0	-1.23	1	-1.59	0	-1.05	11	3.08	6	0.84	5	0.76	0	-0.63	2	-2.70	0	-0.83	2	0.57	0	0.11	0	-6.70	0	-0.86	0	-1.70	2	-1.07	0	-0.82	0	-4.91	0	-0.85	1	-1.48	0	-1.43	0	-0.55	6	-3.54	2	0.59	0	-1.40	0	-0.81	0	0.02	0	0.02	0	-1.02	0	-0.96	0	-14.25	106	9.52	0	-7.29	0	-1.39	92	19.77	0	-0.71	0	-2.20	0	-2.12	0	-0.66	0	-1.34	82	7.55	0	-2.98	54	12.68	1	-0.84	1	-0.98	0	-4.05	0	-1.64	3	0.66
you	371	3	0.68	2	-1.03	1	1.34	5	1.07	0	-2.28	3	0.68	4	0.72	19	6.29	1	-1.35	6	2.56	3	-2.11	2	0.57	13	6.86	0	0.11	2	-4.51	2	0.57	9	1.98	1	-1.45	1	0.54	97	60.93	3	0.76	1	-1.45	2	-0.68	0	-0.54	8	-2.62	16	11.21	5	0.95	3	0.79	0	0.02	0	0.02	0	-1.01	4	0.98	21	-1.89	6	-19.28	1	-5.95	0	-1.37	6	-8.02	17	11.98	11	2.13	12	2.63	16	11.31	5	0.99	10	-10.08	6	0.81	5	-3.46	2	-0.65	2	-0.72	29	7.36	4	0.71	2	0.59
not	370	5	1.25	6	0.85	0	0.02	3	0.65	4	-0.77	1	-0.65	3	0.67	9	1.51	1	-1.35	3	0.94	5	-1.40	2	0.57	1	0.56	1	0.70	7	-1.98	1	0.55	1	-1.08	8	1.22	0	-0.81	7	-1.18	4	1.08	8	1.21	9	2.41	2	0.65	10	-2.00	0	-0.66	1	-0.87	1	0.53	0	0.02	0	0.02	0	-1.01	0	-0.94	20	-2.06	34	-4.05	36	5.35	6	1.25	25	-1.43	0	-0.69	9	1.47	7	1.02	0	-0.65	4	0.77	64	3.23	13	1.99	12	-1.33	2	0.65	8	1.81	21	3.63	1	-1.04	5	1.16
has	370	0	-1.02	5	0.75	0	0.02	8	2.29	4	-0.77	5	1.24	7	1.40	24	9.71	1	-1.35	0	-0.62	8	-0.93	3	0.77	0	-0.86	0	0.11	3	-3.79	0	-0.84	3	0.69	5	0.75	2	0.57	16	1.46	1	0.55	2	-1.05	4	0.75	0	-0.54	15	-1.16	0	-0.66	0	-1.37	4	1.13	0	0.02	0	0.02	1	-0.64	0	-0.94	80	14.75	21	-8.74	14	-1.03	2	-0.67	31	1.13	0	-0.69	4	0.75	13	3.09	0	-0.65	0	-1.31	27	-2.98	9	1.04	26	1.99	1	-0.82	5	0.89	10	0.92	4	0.71	2	0.59
t	368	3	0.69	4	0.73	0	0.02	10	3.39	3	-0.88	0	-1.02	0	-1.53	9	1.52	4	0.72	2	0.61	8	-0.93	4	1.11	5	1.46	0	0.11	0	-6.54	0	-0.84	21	9.36	5	0.75	2	0.57	2	-3.00	0	-0.83	4	0.74	0	-1.40	1	0.44	6	-3.41	7	3.12	1	-0.86	3	0.79	0	0.02	0	0.02	0	-1.00	0	-0.93	45	2.61	83	3.92	12	-1.18	1	-0.86	6	-7.92	7	3.01	14	3.44	6	0.86	9	4.69	6	1.31	24	-3.69	7	0.83	6	-2.95	0	-1.30	1	-0.96	28	6.90	2	-0.77	7	2.00
they	357	1	-0.63	13	3.20	0	0.02	1	-0.73	10	1.75	0	-0.99	6	1.14	5	0.76	3	-0.77	0	-0.60	10	0.90	0	-0.78	1	0.55	0	0.11	2	-4.30	0	-0.81	1	-1.04	4	0.73	0	-0.78	14	1.20	0	-0.81	8	1.26	11	3.58	4	1.60	14	-1.19	1	0.47	0	-1.32	3	0.81	0	0.01	0	0.01	0	-0.97	0	-0.91	8	-6.04	10	-14.80	46	10.28	3	0.65	13	-3.93	0	-0.67	5	0.75	4	0.72	0	-0.63	6	1.35	72	5.55	5	-0.83	9	-1.81	0	-1.26	2	-0.70	47	19.97	11	3.12	4	0.89
but	354	3	0.70	3	-0.78	0	0.02	3	0.66	4	0.75	4	0.94	2	-0.71	8	1.30	4	0.72	0	-0.59	5	-1.31	4	1.15	0	-0.83	0	0.11	5	-2.53	0	-0.81	0	-1.60	6	0.87	0	-0.77	17	1.78	1	0.53	5	0.76	1	-0.85	0	-0.51	11	-1.61	0	-0.63	0	-1.31	0	-0.76	0	0.01	0	0.01	0	-0.96	0	-0.90	50	4.07	19	-8.93	37	6.17	4	0.77	23	-1.51	0	-0.66	18	5.83	10	1.96	1	0.47	6	1.36	32	-1.79	13	2.12	13	-1.12	4	0.80	4	0.74	26	6.19	6	1.10	2	0.58
their	350	1	-0.62	8	1.33	0	0.02	1	-0.72	7	0.99	1	-0.62	6	1.17	2	-0.97	3	-0.75	1	0.45	2	-2.44	2	0.57	0	-0.82	0	0.11	0	-6.22	0	-0.80	3	0.67	5	0.76	0	-0.77	36	9.97	0	-0.79	2	-0.99	5	0.98	0	-0.51	17	1.01	0	-0.63	1	-0.82	9	4.22	0	0.01	0	0.01	0	-0.95	1	-0.58	17	-2.40	19	-8.73	60	18.93	2	0.64	20	-1.91	0	-0.66	3	-0.80	6	0.89	0	-0.62	3	0.65	53	1.92	5	-0.82	16	0.99	3	0.65	5	0.93	17	2.46	6	1.12	2	0.58
Legends	350	0	-0.96	10	1.98	0	0.02	0	-1.14	0	-2.15	0	-0.97	4	0.73	0	-2.00	0	-1.91	21	17.91	26	5.62	0	-0.77	0	-0.82	0	0.11	0	-6.22	0	-0.80	0	-1.58	0	-2.02	0	-0.77	0	-4.56	0	-0.79	9	1.59	1	-0.84	0	-0.51	10	-1.79	0	-0.63	0	-1.30	1	0.51	0	0.01	0	0.01	0	-0.95	0	-0.89	0	-13.23	1	-24.07	5	-2.85	0	-1.29	3	-9.80	0	-0.66	1	-1.37	6	0.89	2	0.61	5	1.05	15	-6.43	15	2.90	209	181.36	0	-1.23	0	-1.42	0	-3.76	4	0.72	2	0.58
Axes	347	0	-0.96	0	-1.96	0	0.02	0	-1.13	0	-2.13	0	-0.97	0	-1.45	0	-1.98	0	-1.89	0	-0.58	0	-4.07	0	-0.76	0	-0.81	0	0.10	346	483.85	1	0.53	0	-1.57	0	-2.00	0	-0.76	0	-4.52	0	-0.78	0	-2.01	0	-1.32	0	-0.50	0	-7.81	0	-0.62	0	-1.29	0	-0.74	0	0.01	0	0.01	0	-0.94	0	-0.88	0	-13.11	0	-25.66	0	-6.71	0	-1.28	0	-13.45	0	-0.65	0	-2.03	0	-1.95	0	-0.61	0	-1.23	0	-19.17	0	-2.75	0	-7.16	0	-1.22	0	-1.41	0	-3.73	0	-1.51	0	-1.03
Nintendo	344	0	-0.95	0	-1.95	0	0.02	0	-1.12	0	-2.11	0	-0.96	0	-1.43	0	-1.97	0	-1.88	0	-0.58	0	-4.03	0	-0.76	0	-0.80	0	0.10	0	-6.11	0	-0.78	0	-1.56	0	-1.99	0	-0.75	0	-4.48	0	-0.78	0	-1.99	0	-1.30	0	-0.50	0	-7.74	0	-0.62	0	-1.27	0	-0.74	0	0.01	0	0.01	0	-0.93	0	-0.87	0	-13.00	0	-25.43	0	-6.66	2	0.63	230	157.23	1	0.47	4	0.72	4	0.72	0	-0.61	0	-1.22	101	17.58	0	-2.72	2	-4.95	0	-1.21	0	-1.40	0	-3.70	0	-1.50	0	-1.03
who	326	1	-0.58	13	3.55	0	0.02	5	1.20	7	1.07	3	0.73	6	1.25	7	1.15	5	0.80	1	0.45	5	-1.16	3	0.84	0	-0.76	0	0.10	0	-5.79	0	-0.74	1	-0.94	8	1.41	0	-0.71	9	0.88	1	0.51	2	-0.91	1	-0.78	1	0.43	58	16.24	0	-0.58	2	0.62	3	0.86	0	0.01	0	0.01	0	-0.89	0	-0.83	38	2.09	34	-2.76	15	0.99	0	-1.20	16	-2.38	0	-0.61	3	-0.75	8	1.45	0	-0.57	6	1.48	21	-3.44	11	1.70	10	-1.34	3	0.66	3	0.65	7	0.85	6	1.20	3	0.70
your	326	1	-0.58	1	-1.21	0	0.02	5	1.20	0	-2.00	1	-0.59	1	-0.86	8	1.43	0	-1.78	15	11.35	0	-3.82	1	0.50	4	1.17	0	0.10	2	-3.82	0	-0.74	27	15.66	1	-1.24	0	-0.71	128	105.33	5	1.68	0	-1.89	2	0.63	0	-0.47	2	-5.16	17	13.18	5	1.07	1	0.49	0	0.01	0	0.01	0	-0.89	5	1.52	5	-7.05	3	-19.54	1	-5.13	0	-1.20	3	-8.97	17	12.88	10	2.08	3	-0.73	18	14.45	4	0.84	4	-12.81	1	-1.80	0	-6.73	0	-1.15	2	-0.65	10	1.00	2	-0.69	11	4.80
which	320	2	0.57	2	-0.87	0	0.02	2	0.58	1	-1.31	0	-0.89	4	0.76	3	-0.73	5	0.80	0	-0.54	9	0.88	0	-0.70	1	0.51	0	0.10	7	-1.53	0	-0.73	0	-1.45	5	0.78	0	-0.70	12	1.07	0	-0.72	2	-0.89	0	-1.21	2	0.71	20	1.23	1	0.45	0	-1.19	1	0.49	0	0.01	0	0.01	0	-0.87	1	0.54	17	-1.95	29	-3.73	27	3.31	2	0.61	52	5.52	0	-0.60	9	1.75	5	0.79	0	-0.56	0	-1.13	57	3.26	8	1.02	14	0.98	2	0.60	4	0.78	9	0.91	4	0.75	1	-0.61
all	320	1	-0.57	5	0.79	0	0.02	8	2.63	4	0.72	2	0.57	4	0.76	6	0.94	1	-1.14	2	0.65	5	-1.13	4	1.25	0	-0.75	0	0.10	5	-2.15	1	0.50	8	1.89	3	-0.73	0	-0.70	8	-0.90	1	0.50	2	-0.89	1	-0.77	1	0.43	8	-2.00	3	0.99	2	0.61	1	0.49	0	0.01	0	0.01	0	-0.87	1	0.54	73	14.80	27	-4.29	15	1.00	11	4.08	25	-1.13	2	0.62	3	-0.74	2	-0.86	3	1.00	9	2.98	32	-1.39	4	-0.84	5	-2.73	1	-0.71	1	-0.82	18	3.19	1	-0.88	1	-0.61
more	320	1	-0.57	11	2.64	0	0.02	0	-1.04	5	0.76	1	-0.58	1	-0.84	3	-0.73	1	-1.14	3	1.04	3	-1.71	4	1.25	1	0.51	0	0.10	4	-2.57	3	0.83	4	0.74	0	-1.85	1	0.49	14	1.39	5	1.71	5	0.78	7	1.81	0	-0.46	2	-5.04	3	0.99	9	2.86	0	-0.69	0	0.01	0	0.01	1	-0.57	0	-0.81	43	3.22	34	-2.61	19	1.40	4	0.83	13	-3.12	3	0.96	14	4.03	8	1.48	4	1.50	2	0.60	39	1.17	6	0.79	11	-1.16	2	0.60	3	0.65	14	1.85	6	1.22	3	0.71
December	310	0	-0.85	0	-1.75	0	0.02	0	-1.01	1	-1.26	0	-0.86	7	1.70	5	0.80	4	0.71	0	-0.52	4	-1.31	0	-0.68	3	0.84	0	0.09	0	-5.50	0	-0.71	0	-1.40	1	-1.17	0	-0.68	0	-4.04	1	0.49	1	-1.18	0	-1.18	0	-0.45	8	-1.88	0	-0.55	0	-1.15	0	-0.67	0	0.01	0	0.01	0	-0.84	0	-0.79	1	-10.26	73	4.12	0	-6.00	0	-1.14	53	6.26	0	-0.58	2	-0.87	1	-1.14	0	-0.55	4	0.87	67	6.26	0	-2.45	65	23.92	0	-1.09	1	-0.80	0	-3.33	0	-1.35	8	2.94
get	305	0	-0.84	0	-1.73	0	0.02	0	-0.99	1	-1.24	0	-0.85	0	-1.27	3	0.71	0	-1.67	0	-0.51	0	-3.58	1	0.48	1	0.50	0	0.09	220	232.98	0	-0.69	1	-0.87	0	-1.76	0	-0.67	2	-2.34	2	0.59	0	-1.77	3	0.66	0	-0.44	2	-4.74	8	4.40	0	-1.13	0	-0.65	0	0.01	0	0.01	0	-0.83	0	-0.77	11	-3.33	3	-18.07	1	-4.76	0	-1.12	3	-8.24	9	5.12	2	-0.85	0	-1.72	8	4.45	4	0.88	5	-10.85	0	-2.41	3	-3.56	0	-1.07	0	-1.24	12	1.46	0	-1.33	0	-0.91
first	297	2	0.57	2	-0.80	0	0.02	2	0.57	8	1.46	3	0.77	1	-0.78	6	1.01	4	0.71	0	-0.50	2	-1.96	1	0.47	1	0.49	1	0.78	1	-4.18	2	0.59	0	-1.34	5	0.81	0	-0.65	3	-1.78	0	-0.67	1	-1.12	4	0.85	1	0.43	8	-1.74	0	-0.53	0	-1.10	1	0.47	0	0.01	0	0.01	0	-0.81	1	0.51	73	16.63	49	1.24	6	-1.84	1	-0.69	34	1.78	0	-0.56	9	1.91	2	-0.80	0	-0.52	2	0.58	37	1.17	4	-0.79	7	-1.74	2	0.58	1	-0.76	8	0.87	0	-1.29	2	0.57
March	295	0	-0.81	0	-1.67	0	0.02	0	-0.96	0	-1.81	0	-0.82	10	3.32	7	1.28	5	0.85	0	-0.49	9	0.91	0	-0.65	2	0.59	0	0.09	0	-5.24	0	-0.67	0	-1.33	1	-1.11	0	-0.64	0	-3.84	1	0.48	0	-1.71	0	-1.12	0	0.43	8	-1.72	0	-0.53	0	-1.09	0	-0.63	0	0.01	0	0.01	0	-0.80	0	-0.75	1	-9.72	103	15.63	0	-5.71	0	-1.09	59	9.35	0	-0.55	1	-1.12	0	-1.66	0	-0.52	2	0.58	62	5.48	0	-2.33	18	1.30	0	-1.04	1	-0.76	0	-3.17	0	-1.28	5	1.44
Pokemon	290	0	-0.80	0	-1.64	0	0.02	0	-0.95	0	-1.78	0	-0.81	0	-1.21	0	-1.66	0	-1.58	0	-0.49	0	-3.40	0	-0.64	0	-0.68	0	0.09	0	-5.15	0	-0.66	0	-1.31	0	-1.67	0	-0.63	0	-3.78	0	-0.65	0	-1.68	0	-1.10	0	0.42	0	-6.53	0	-0.52	0	-1.07	0	-0.62	0	0.01	0	0.01	0	-0.79	0	-0.74	0	-10.96	0	-21.44	0	-5.61	0	-1.07	0	-11.24	0	-0.54	0	-1.69	4	0.71	0	-0.51	0	-1.03	286	256.40	0	-2.29	0	-5.98	0	-1.02	0	-1.18	0	-3.12	0	-1.26	0	-0.86
Link	286	0	-0.79	0	-1.62	0	0.02	0	-0.93	0	-1.76	0	-0.80	0	-1.19	0	-1.63	0	-1.56	0	-0.48	0	-3.35	0	-0.63	0	-0.67	0	0.09	0	-5.08	0	-0.65	1	-0.82	0	-1.65	0	-0.63	0	-3.73	0	-0.65	0	-1.66	0	-1.08	0	0.42	0	-6.44	0	-0.51	0	-1.06	0	-0.61	0	0.01	0	0.01	0	-0.78	0	-0.73	1	-9.39	0	-21.14	0	-5.53	11	4.50	195	135.94	1	0.44	23	10.99	36	23.67	0	-0.50	0	-1.01	3	-11.81	15	3.74	0	-5.90	0	-1.01	0	-1.16	0	-3.07	0	-1.24	0	-0.85
